"words"	"Freq"
"poisoned"	2
"poisoning"	2
"pollution"	2
"polyclonal"	2
"pongolini@bs"	2
"pongolini@izsler"	2
"porcupines"	2
"pore-forming"	2
"position"	2
"positively"	2
"positivity)"	2
"possess"	2
"post-infection"	2
"postpartum"	2
"potassium"	2
"poxviruses"	2
"pre-alpine"	2
"precise"	2
"precisely"	2
"pred"	2
"prediction"	2
"prefermenter"	2
"pregnancy"	2
"presumptively"	2
"prevalences"	2
"priming"	2
"principle"	2
"probabilities"	2
"probe"	2
"productivity"	2
"profiling"	2
"programme"	2
"promoter"	2
"promoters"	2
"promotion"	2
"propagated"	2
"propidium"	2
"proportions"	2
"propose"	2
"prospective"	2
"protected"	2
"proves"	2
"prrs-stable"	2
"prrs-virus"	2
"prrsv-infected"	2
"psb"	2
"pseudomonas"	2
"psittaci-contaminated"	2
"purchasing"	2
"pyv"	2
"quadratic"	2
"quadrupole"	2
"quantifiable"	2
"quantified"	2
"questing"	2
"question"	2
"quick"	2
"quickly"	2
"qx"	2
"r‚†=‚†0"	2
"rainy"	2
"raising"	2
"ralf@clondiag"	2
"raman"	2
"rapd-pcr"	2
"rarely"	2
"rbellini@caa"	2
"re-tested"	2
"reagent"	2
"rearing"	2
"recognisable"	2
"recognises"	2
"reconstruct"	2
"reconstruction"	2
"recurrence"	2
"referral"	2
"reflected"	2
"regarded"	2
"regione"	2
"regioni"	2
"regular"	2
"regulated"	2
"rehabilitation"	2
"relatedness"	2
"relationships"	2
"remainder"	2
"remains"	2
"removal"	2
"repeatedly"	2
"repeats)"	2
"repercussions"	2
"replaced"	2
"replacement"	2
"reptile"	2
"reptilians"	2
"require"	2
"requirements"	2
"research)"	2
"resistances"	2
"resorcylic"	2
"responder"	2
"responding"	2
"rest"	2
"restored"	2
"resume"	2
"retesting"	2
"retropharyngeal"	2
"retrospective"	2
"reversed"	2
"rhdv-related"	2
"ribosomal"	2
"ribotta"	2
"rickettsia"	2
"rickettsiales"	2
"rind"	2
"rissen"	2
"river"	2
"riyadh"	2
"robustness"	2
"rodenticides"	2
"romagna-izsler"	2
"romagna]"	2
"roof"	2
"root"	2
"rose"	2
"roseworthy"	2
"rsd"	2
"rt-qpcrs"	2
"rule"	2
"ruminant"	2
"rupicapra)"	2
"russia"	2
"rvas"	2
"sad"	2
"sag2"	2
"saint"	2
"sakazakii"	2
"salazar"	2
"sale"	2
"salvage"	2
"salvemini"	2
"sandflies"	2
"sanger"	2
"sanitaria-servizio"	2
"sapelovirus"	2
"sapienza"	2
"sarcocyst"	2
"sat-2"	2
"satisfactory"	2
"saudi"	2
"sb0120"	2
"sbellini@bs"	2
"sbv-isolates"	2
"scales"	2
"scanning"	2
"scarce"	2
"schedules"	2
"scrofa)"	2
"se-751"	2
"seasonal"	2
"secreted"	2
"section"	2
"sectors"	2
"seemed"	2
"semi-intensive"	2
"sense"	2
"sensu"	2
"sent"	2
"septicemia"	2
"serial"	2
"sero-conversion"	2
"seroconverted"	2
"serosurvey"	2
"serotyping"	2
"serum-free"	2
"service"	2
"settings"	2
"seventeen"	2
"severely"	2
"severity"	2
"shellfish"	2
"shift"	2
"shiga"	2
"shipments"	2
"short-term"	2
"shorter"	2
"sicct"	2
"side"	2
"sides"	2
"siena"	2
"signal-to-noise"	2
"similarly"	2
"simona"	2
"simone"	2
"simpler"	2
"simplicity"	2
"simply"	2
"simulation"	2
"single-nucleotide"	2
"sirna"	2
"site-specific"	2
"sixth"	2
"skeletal"	2
"skin-testing"	2
"slovenia"	2
"smaller"	2
"snp"	2
"so-called"	2
"sole"	2
"solvent"	2
"sought"	2
"soup"	2
"sozzi@izsler"	2
"space"	2
"spacer"	2
"spatio-temporal"	2
"specie"	2
"specimen"	2
"spectroscopy"	2
"spei"	2
"spes"	2
"spf"	2
"spike"	2
"spillover"	2
"sport"	2
"ssr8"	2
"st1"	2
"st19"	2
"st30"	2
"st86"	2
"st87"	2
"stages"	2
"stagnora"	2
"standardization"	2
"staphylococci"	2
"stec"	2
"steroid"	2
"steroids"	2
"stm14028"	2
"stocking"	2
"stone"	2
"stratified"	2
"stray"	2
"stressing"	2
"strictly"	2
"stringent"	2
"structurally"	2
"stx"	2
"stx2e)"	2
"sub-type"	2
"subcutaneous"	2
"subject"	2
"subpopulation"	2
"subsample"	2
"subsets"	2
"substantial"	2
"substrains"	2
"subtilis"	2
"sufficient"	2
"sul1"	2
"supernatants"	2
"supplementation"	2
"supplemented"	2
"supporting"	2
"surprisingly"	2
"surrounding"	2
"survive"	2
"sustain"	2
"sustainable"	2
"sustaining"	2
"swab"	2
"swabbed"	2
"swine-adapted"	2
"switch"	2
"synthase"	2
"system)"	2
"t0"	2
"ta"	2
"taenia"	2
"taking"	2
"tandem-repeats"	2
"tapeworm"	2
"taxonomic"	2
"tcbs"	2
"technikerstr"	2
"technologies"	2
"tecnol„≥gico"	2
"tendonitis"	2
"tentatively"	2
"terapia"	2
"teschovirus"	2
"test)"	2
"tested)"	2
"theoretical"	2
"therapies"	2
"thereby"	2
"thimphu"	2
"third-generation"	2
"thirteen"	2
"thirty"	2
"thirty-four"	2
"thirty-one"	2
"thirty-three"	2
"thompson"	2
"thorough"	2
"thought"	2
"thousand"	2
"three-dimensional"	2
"three-enzyme"	2
"thresholds"	2
"till"	2
"tilmicosin"	2
"time-kill"	2
"titre"	2
"tn"	2
"took"	2
"totally"	2
"toxicity"	2
"toxin-producing"	2
"trace"	2
"traced"	2
"traces"	2
"trachea"	2
"tracheal"	2
"tracking"	2
"traditionally"	2
"training"	2
"transdisciplinarity"	2
"transformation"	2
"transhumant"	2
"transovarial"	2
"traveled"	2
"treating"	2
"tree"	2
"trends"	2
"treponema"	2
"trigger"	2
"trimethoprim"	2
"troubles"	2
"trough"	2
"trueness"	2
"truncated"	2
"trypanosomes"	2
"tuberculosis-like"	2
"tubular"	2
"tubules"	2
"tumor"	2
"tumorigenicity"	2
"turn"	2
"turned"	2
"tutela"	2
"twenty-five"	2
"twenty-one"	2
"twice"	2
"two-amino"	2
"two-day"	2
"typhimurium)"	2
"typhoid"	2
"ul"	2
"ullevalsvn"	2
"umnsah/df1"	2
"unconjugated"	2
"unconstrained"	2
"und"	2
"underlie"	2
"underlies"	2
"underwent"	2
"undetectable"	2
"unfortunately"	2
"ungulates"	2
"unlike"	2
"unlimited"	2
"unravel"	2
"up-regulation"	2
"urban"	2
"urgenza"	2
"usa)"	2
"usage"	2
"uv"	2
"valenzano"	2
"validity"	2
"valladolid"	2
"varies"	2
"varying"	2
"vast"	2
"vector-borne"	2
"vegetables"	2
"veneto"	2
"venograms"	2
"verocytotoxin-producing"	2
"vescicolari"	2
"vesicles"	2
"vicina"	2
"virali"	2
"virus-like"	2
"virus-specific"	2
"visible"	2
"visit"	2
"vital"	2
"vnt"	2
"vomiting"	2
"vp60"	2
"w)"	2
"waste"	2
"weakly"	2
"weaknesses"	2
"web-based"	2
"website"	2
"weight)"	2
"well-known"	2
"whilst"	2
"who-teq"	2
"wider"	2
"wiley"	2
"williams001@adelaide"	2
"within-herd"	2
"within-laboratory"	2
"wnvs"	2
"worsened"	2
"worth"	2
"wrong"	2
"year-old"	2
"yeast-like"	2
"yeasts"	2
"yersiniosis"	2
"yr"	2
"zagreb"	2
"zanoni@izsler"	2
"zeranol"	2
"zero"	2
"zoo"	2
"zoonoses"	2
"zooprophylactic"	2
"-0"	1
"-23"	1
"-33"	1
"-3rd"	1
"-6"	1
"-‚ÄØ)"	1
"-dinitrocarbanilide"	1
"-exposed"	1
"-Ó±10"	1
"-Ó±11"	1
"-Ó±13"	1
"-Ó±16"	1
"-Ó±4"	1
"-Ó±5"	1
"-learning"	1
"-n-p-m-g-u1-l-5"	1
"-planning"	1
"-sharing"	1
"\"3-day"	1
"\"alberto"	1
"\"alerts/information"	1
"\"amedeo"	1
"\"arriah\")"	1
"\"av\""	1
"\"candidatus"	1
"\"dangers\""	1
"\"disease-free\""	1
"\"diva\""	1
"\"educated"	1
"\"embryogenesis"	1
"\"false"	1
"\"federal"	1
"\"heavy"	1
"\"hot"	1
"\"hu\""	1
"\"istituti"	1
"\"italian"	1
"\"local"	1
"\"nutriprive\""	1
"\"one"	1
"\"papillomatosis\""	1
"\"problem\""	1
"\"stability\""	1
"\"third-generation"	1
"(~"	1
"(+788"	1
"(<"	1
"(<0"	1
"(<10%)"	1
"(=no"	1
"(=perfect"	1
"(>2"	1
"(>32Óºg/ml)"	1
"(>75%)"	1
"(0-50%"	1
"(0%)"	1
"(1-100"	1
"(1)1‚Äãcrcina"	1
"(1)cell"	1
"(1)central"	1
"(1)cibio-up"	1
"(1)clinical"	1
"(1)inbio-research"	1
"(1)institut"	1
"(1)italian"	1
"(1)oie"	1
"(1)operative"	1
"(1)parco"	1
"(1)pavia"	1
"(1)plum"	1
"(1)reparto"	1
"(1)sc"	1
"(1)ss"	1
"(1)these"	1
"(1)transboundary"	1
"(1)virology"	1
"(1/10"	1
"(1/16)"	1
"(10%)"	1
"(10(5)u/kg"	1
"(10)10‚Äãnational"	1
"(10)anatomy"	1
"(10)avian"	1
"(10)dipartimento"	1
"(10)direzione"	1
"(10)laboratoire"	1
"(10)laboratory"	1
"(10)museum"	1
"(10)present"	1
"(10)project"	1
"(10)section"	1
"(10)sydney"	1
"(10)the"	1
"(10/24"	1
"(100%"	1
"(102"	1
"(107"	1
"(11)11‚Äãanimal"	1
"(11)cibio-up"	1
"(11)dipartimento"	1
"(11)directorate"	1
"(11)european"	1
"(11)interdipartimental"	1
"(11)national"	1
"(11)regional"	1
"(12%)"	1
"(12)12‚Äãproteomic"	1
"(12)anses"	1
"(12)cibio-up"	1
"(12)inserm"	1
"(12)national"	1
"(127"	1
"(13%"	1
"(13)13‚Äãinvasive"	1
"(13)department"	1
"(13)direzione"	1
"(13)regional"	1
"(13/60"	1
"(14)14‚Äãdepartamento"	1
"(14)central"	1
"(14)regional"	1
"(14/106)"	1
"(1416‚ÄÉbp)"	1
"(146-147)"	1
"(15)"	1
"(15)15‚Äãdepartamento"	1
"(15)department"	1
"(15)regional"	1
"(157776)"	1
"(157aa)"	1
"(16)16‚Äãdepartment"	1
"(16)ispra"	1
"(16)laboratoire"	1
"(17)17‚Äãmarie"	1
"(17)federal"	1
"(17)institute"	1
"(17/22)"	1
"(178"	1
"(18"	1
"(18)18‚Äãinstitute"	1
"(18)institute"	1
"(18)ministero"	1
"(18/911)"	1
"(18th"	1
"(19)19‚Äãdepartment"	1
"(190)"	1
"(192"	1
"(1971-2000)"	1
"(198-204nlairlp"	1
"(1998-2003)"	1
"(1a"	1
"(1b"	1
"(1c"	1
"(1f)"	1
"(2)2‚Äãcibio/inbio"	1
"(2)anatomy"	1
"(2)anestesia"	1
"(2)biofisika"	1
"(2)center"	1
"(2)centro"	1
"(2)clinical"	1
"(2)crea"	1
"(2)departamento"	1
"(2)dipartimento"	1
"(2)division"	1
"(2)elanco"	1
"(2)faculty"	1
"(2)gis"	1
"(2)gkl"	1
"(2)instituto"	1
"(2)interdipartimental"	1
"(2)italian"	1
"(2)izsler"	1
"(2)laboratory"	1
"(2)national"	1
"(2)research"	1
"(2)risk"	1
"(2)ss"	1
"(2)the"	1
"(2)these"	1
"(20-48days)"	1
"(20%)"	1
"(20)21‚Äãdepartment"	1
"(20)istituto"	1
"(20/22)"	1
"(2000/01"	1
"(2001/02"	1
"(2002-2011)"	1
"(2003"	1
"(2003-2007)"	1
"(2003-2010)"	1
"(2003-2011)"	1
"(2007"	1
"(2011-2014)"	1
"(2012-15)"	1
"(2012)"	1
"(2014)"	1
"(2017)"	1
"(20‚ÄØÓºm)"	1
"(21"	1
"(21)22‚Äãdepartment"	1
"(211-844"	1
"(217"	1
"(22)2‚Äãcibio/inbio"	1
"(222a"	1
"(22653/14)"	1
"(23"	1
"(23%)"	1
"(23)23‚Äãdepartment"	1
"(2310"	1
"(24)25‚Äãcsiro"	1
"(25"	1
"(25)26‚Äãdepartment"	1
"(25/82"	1
"(250x4"	1
"(26)27‚Äãinvasive"	1
"(27)28‚Äãprimary"	1
"(271/1428)"	1
"(28%)"	1
"(28)17‚Äãmarie"	1
"(28/32)"	1
"(29-60"	1
"(29)2‚Äãcibio/inbio"	1
"(2‚†%)"	1
"(2‚ÄØÓºm)"	1
"(2a8"	1
"(3%)"	1
"(3)3‚Äãinp-envt"	1
"(3)anestesia"	1
"(3)biomin"	1
"(3)centro"	1
"(3)cespu"	1
"(3)dipartimento"	1
"(3)direzione"	1
"(3)elanco"	1
"(3)institute"	1
"(3)izsler"	1
"(3)parco"	1
"(3)risk"	1
"(3)unit"	1
"(3)university"	1
"(3/22)"	1
"(3/4)"	1
"(30-80%"	1
"(30)30‚Äãethology"	1
"(31"	1
"(31%)"	1
"(31)23‚Äãdepartment"	1
"(32"	1
"(32)32‚Äãmoredun"	1
"(32/110)"	1
"(322"	1
"(33)33‚Äãdepartamento"	1
"(332"	1
"(333/469"	1
"(34)2‚Äãcibio/inbio"	1
"(36"	1
"(378/2793)"	1
"(38%)"	1
"(39"	1
"(39%)"	1
"(4)4‚Äãdepartment"	1
"(4)alere"	1
"(4)alma"	1
"(4)cardiff"	1
"(4)central"	1
"(4)centro"	1
"(4)dipartimento"	1
"(4)elanco"	1
"(4)faculty"	1
"(4)interdipartimental"	1
"(4)laboratory"	1
"(4)regional"	1
"(4)transboundary"	1
"(4)umr"	1
"(4)unit„†"	1
"(4/106)"	1
"(4/16"	1
"(40"	1
"(40/246"	1
"(41"	1
"(41%)"	1
"(414"	1
"(416‚ÄÉbp)"	1
"(441/879)"	1
"(47"	1
"(48"	1
"(48-72h)"	1
"(49"	1
"(4‚Äâh-8‚Äâh)"	1
"(4d3)"	1
"(5%)"	1
"(5)5‚Äãfrench"	1
"(5)almarai"	1
"(5)anatomy"	1
"(5)anses"	1
"(5)centro"	1
"(5)dierengezondheidszorg"	1
"(5)faculty"	1
"(5)iasma"	1
"(5)infectognostics"	1
"(5)inp-envt"	1
"(5)instituto"	1
"(5)reparto"	1
"(5)transboundary"	1
"(5)university"	1
"(50"	1
"(50-92%)"	1
"(52"	1
"(52%)"	1
"(55"	1
"(56"	1
"(56%)"	1
"(57/253)"	1
"(58"	1
"(5d8)"	1
"(5th"	1
"(5weeks)"	1
"(6%)"	1
"(6)6‚Äãlouisiana"	1
"(6)al"	1
"(6)alere"	1
"(6)anatomy"	1
"(6)clinical"	1
"(6)faculty"	1
"(6)institut"	1
"(6)instituto"	1
"(6)interdipartimental"	1
"(6)laboratory"	1
"(6)plum"	1
"(6)proteomic"	1
"(6)universit„©"	1
"(6/911)"	1
"(60%"	1
"(61"	1
"(62"	1
"(62-115"	1
"(63"	1
"(63-100%)"	1
"(64"	1
"(64%)"	1
"(65"	1
"(66"	1
"(68"	1
"(6‚ÄØpg)"	1
"(6an)"	1
"(7)"	1
"(7)2‚Äãcibio/inbio"	1
"(7)anses"	1
"(7)azienda"	1
"(7)elanco"	1
"(7)iasma"	1
"(7)infectognostics"	1
"(7)inserm"	1
"(7)interdipartimental"	1
"(7)livestock"	1
"(7)national"	1
"(7)oie"	1
"(7)plum"	1
"(7/106)"	1
"(71"	1
"(72%)"	1
"(72293"	1
"(728"	1
"(75-89"	1
"(774"	1
"(78%)"	1
"(79"	1
"(7th"	1
"(8-12‚∞c)"	1
"(8%)"	1
"(8)2‚Äãcibio/inbio"	1
"(8)agenzia"	1
"(8)apha"	1
"(8)central"	1
"(8)cnta"	1
"(8)inserm"	1
"(8)institute"	1
"(8)microbiology"	1
"(8)virology"	1
"(80"	1
"(81%)"	1
"(819"	1
"(82"	1
"(82%)"	1
"(84"	1
"(854"	1
"(86"	1
"(9)9‚Äãcentro"	1
"(9)agenzia"	1
"(9)direzione"	1
"(9)ministero"	1
"(9)parco"	1
"(9)sydney"	1
"(9)university"	1
"(9)wageningen"	1
"(90%)"	1
"(91%)"	1
"(92"	1
"(94"	1
"(95%)"	1
"(95%pci)"	1
"(96"	1
"(97"	1
"(97-100%)"	1
"(97%)"	1
"(99"	1
"(99%"	1
"(a/sw/it/116114/2010)"	1
"(a/sw/it/290271/09)"	1
"(aa)"	1
"(abel"	1
"(abs)"	1
"(absence"	1
"(ac)"	1
"(accession"	1
"(accuracy"	1
"(across"	1
"(adjuvant"	1
"(adult"	1
"(adv)"	1
"(aedes"	1
"(afb)"	1
"(aflp)"	1
"(afrq)"	1
"(after"	1
"(agp)"	1
"(albania)"	1
"(aliquots"	1
"(all"	1
"(allowing"	1
"(alpha-zearalanol)"	1
"(also"	1
"(always"	1
"(amb)"	1
"(amphenicols"	1
"(amscs)"	1
"(ananas)"	1
"(anci)"	1
"(and"	1
"(ani)"	1
"(antigens"	1
"(ap)"	1
"(ap‚Äâ=‚Äâ0"	1
"(ap‚Äâ=‚Äâ22"	1
"(ap‚Äâ=‚Äâ3"	1
"(ap‚Äâ=‚Äâ86"	1
"(app)"	1
"(apparent"	1
"(approximately"	1
"(arf)"	1
"(ark)"	1
"(as"	1
"(auc)‚†=‚†0"	1
"(avian"	1
"(ba71v)"	1
"(bal)"	1
"(balf)"	1
"(barbuti"	1
"(bca)"	1
"(bcg)"	1
"(beta-zearalanol)"	1
"(better"	1
"(bio-rad)"	1
"(biotyper"	1
"(blactx-m-1)"	1
"(blood"	1
"(bold-d3)"	1
"(bot-ca-r)"	1
"(bot-ca-s)"	1
"(bot-emo)"	1
"(boundaries"	1
"(brdu)"	1
"(brescia)"	1
"(brsv)"	1
"(bse)"	1
"(by"	1
"(c"	1
"(c-bse)"	1
"(c&d)"	1
"(ca"	1
"(caa)"	1
"(calnexin"	1
"(canl)"	1
"(capannelle)"	1
"(cape"	1
"(caretta"	1
"(cc)"	1
"(ccbeta)"	1
"(cd2+)"	1
"(cell"	1
"(ceo)"	1
"(cermas)"	1
"(cervus"	1
"(cespu)"	1
"(cf)"	1
"(cfu)/g"	1
"(cg258)"	1
"(characterised"	1
"(cheesemaking"	1
"(ci"	1
"(cin)"	1
"(cispt)"	1
"(cita-zaragoza"	1
"(cita)"	1
"(classical"	1
"(clop)"	1
"(collected"	1
"(columba"	1
"(commonly"	1
"(compliance"	1
"(comprising"	1
"(constituted"	1
"(containing"	1
"(contaminating"	1
"(cra-nut)"	1
"(crp)"	1
"(csc)"	1
"(csic-uam)"	1
"(csic-upv/ehu)"	1
"(ctrs)"	1
"(culture"	1
"(cut"	1
"(cut-off"	1
"(cv%"	1
"(cv)"	1
"(cx"	1
"(dad)"	1
"(das-elisa)"	1
"(dbm)"	1
"(dc)"	1
"(ddpcr)"	1
"(deb)"	1
"(defrosted)"	1
"(dengue"	1
"(dg)"	1
"(dgz)"	1
"(did)"	1
"(differing"	1
"(diffuse"	1
"(dim)"	1
"(dimevet)"	1
"(dip)"	1
"(direct"	1
"(dis)similarities"	1
"(dna)"	1
"(dnp)"	1
"(doa)"	1
"(dpcr)"	1
"(draxxin‚Æ"	1
"(drivers"	1
"(dry-off"	1
"(dse)"	1
"(dsp)"	1
"(easw)"	1
"(ebhsv)"	1
"(elisas"	1
"(elisas)"	1
"(emcv)"	1
"(enterocytes)"	1
"(enzootic"	1
"(enzyme-linked"	1
"(equine"	1
"(eric-pcr)"	1
"(esc-s)"	1
"(esc)-resistant"	1
"(escherichia"	1
"(esÓ≤ls)"	1
"(esnip3"	1
"(etr"	1
"(eu"	1
"(euthanasia"	1
"(extra"	1
"(f4"	1
"(f57"	1
"(family"	1
"(fbos)"	1
"(fc)"	1
"(fcss)"	1
"(feba)"	1
"(felv)"	1
"(fever"	1
"(fgbi"	1
"(final"	1
"(finlaya)"	1
"(fiv)"	1
"(five"	1
"(flavivirus"	1
"(floor/drainage"	1
"(flub)"	1
"(fpd)"	1
"(france)"	1
"(frozen/thawed)"	1
"(g1a"	1
"(g1b"	1
"(g2b"	1
"(g4"	1
"(gas)"	1
"(gc)"	1
"(ge)"	1
"(genus"	1
"(georgia"	1
"(gi/ge-)"	1
"(glps)"	1
"(grm)"	1
"(groups"	1
"(gsea-snp)"	1
"(guvs)"	1
"(gwas)"	1
"(h1-h4"	1
"(h1n1)"	1
"(h1n1)v"	1
"(h1n2)"	1
"(h3n1)"	1
"(hai)"	1
"(hav"	1
"(hcv)"	1
"(herd"	1
"(hf"	1
"(hf)"	1
"(hgcl2"	1
"(hhp"	1
"(hhp)"	1
"(high"	1
"(hobi-like"	1
"(homologous"	1
"(hpi)"	1
"(hrt)"	1
"(hungarian-style)"	1
"(hw)"	1
"(hylp"	1
"(hypsugo"	1
"(Óîod"	1
"(Óîod600nm=odmhb-mg-odmhb)"	1
"(Ó±‚†=‚†0"	1
"(Óºm)"	1
"(Óºmax"	1
"(Ó≥-pga)"	1
"(iac)"	1
"(iavs)"	1
"(ibdv)"	1
"(ibr)"	1
"(ibv)"	1
"(icrv)"	1
"(ido1)"	1
"(idt)"	1
"(idv-celisa)"	1
"(idvet"	1
"(ifa"	1
"(ifn)-Ó±"	1
"(igg"	1
"(il-8)"	1
"(il)-10"	1
"(il)-1Ó≤"	1
"(il)-8"	1
"(ilt)"	1
"(iltv)"	1
"(imi)"	1
"(immh)"	1
"(in"	1
"(indian"	1
"(inflammation"	1
"(inia-cisa)"	1
"(inserm"	1
"(involving"	1
"(Ó∫)"	1
"(Ó∫=0"	1
"(Ó∫‚†=‚†0"	1
"(ipbc)"	1
"(ipec-j2"	1
"(ipec-j2)"	1
"(it"	1
"(izslt)"	1
"(izspb)"	1
"(izsplv)"	1
"(izsum)"	1
"(izsve)"	1
"(january"	1
"(june"	1
"(k256q)"	1
"(k386r)"	1
"(kde)"	1
"(ki-67"	1
"(kidney"	1
"(koh)"	1
"(kpc-kp)"	1
"(l"	1
"(l-bse)"	1
"(lab)"	1
"(lack"	1
"(lc-hrms/ms)"	1
"(lc-ms/ms)"	1
"(lc)"	1
"(lcp)"	1
"(ld90)"	1
"(ld90‚†=‚†0"	1
"(ld90‚†=‚†10"	1
"(ldv)"	1
"(leukocyte"	1
"(lizards"	1
"(lle)"	1
"(lognormal"	1
"(lombardy"	1
"(lpai)"	1
"(lpaivs)"	1
"(lr"	1
"(lt)"	1
"(lys"	1
"(m13"	1
"(m17"	1
"(mab)"	1
"(mabs)-based"	1
"(mac)"	1
"(mad)"	1
"(made"	1
"(main"	1
"(maldi-tof"	1
"(maldi-tof)"	1
"(mdbk)"	1
"(meleagris"	1
"(mers)"	1
"(mgb)"	1
"(mhb-mg)"	1
"(mhb)"	1
"(mic50"	1
"(mic90)"	1
"(mics)"	1
"(milk"	1
"(mlmt)"	1
"(mln)"	1
"(mlv)"	1
"(mm)"	1
"(mobile"	1
"(modc)"	1
"(moi‚ÄØ=‚ÄØ1)"	1
"(morbidity)"	1
"(mouse/cattle"	1
"(mouse/rabbit"	1
"(mpk-lc-hcv)"	1
"(mpk)"	1
"(mrv)"	1
"(ms(2)"	1
"(mt1"	1
"(mtbc)-specific"	1
"(mtt)"	1
"(mycobacterial"	1
"(n)"	1
"(n=10)"	1
"(n=14)"	1
"(n=17)"	1
"(n=21)"	1
"(n=24)"	1
"(n=2494)"	1
"(n=2686)"	1
"(n=27)"	1
"(n=297)"	1
"(n=3)"	1
"(n=361)"	1
"(n=402)"	1
"(n=46)"	1
"(n=50)"	1
"(n=7)"	1
"(n=89)"	1
"(n1)"	1
"(n2)"	1
"(n3)"	1
"(n66s)"	1
"(n‚†=‚†12)"	1
"(n‚†=‚†130)"	1
"(n‚†=‚†27)"	1
"(n‚†=‚†3)"	1
"(n‚†=‚†30)"	1
"(n‚†=‚†31)"	1
"(n‚†=‚†32)"	1
"(n‚†=‚†4)"	1
"(n‚†=‚†5)"	1
"(n‚†=‚†6)"	1
"(n‚†=‚†7)"	1
"(n‚ÄØ=‚ÄØ172)"	1
"(n‚ÄØ=‚ÄØ173)"	1
"(n‚Äâ=‚Äâ126)"	1
"(nafld)"	1
"(namely"	1
"(naples)"	1
"(nb)"	1
"(neoh)"	1
"(nf-kb)"	1
"(nh/p68)"	1
"(nhw)"	1
"(nica)"	1
"(nifn-Ó±)"	1
"(not"	1
"(np)"	1
"(nsp1)"	1
"(nsp2)"	1
"(number"	1
"(nyctalus"	1
"(o/alg/3/2014)"	1
"(o/me-sa/ind-2001"	1
"(o/me-sa/ind-2001)"	1
"(oasis-hlb"	1
"(ob/ob"	1
"(occurring"	1
"(od%)"	1
"(od)"	1
"(oh-ness)"	1
"(oh)"	1
"(oie)"	1
"(old"	1
"(om)"	1
"(omi)"	1
"(omnivorous"	1
"(only"	1
"(or"	1
"(or=1"	1
"(or=11"	1
"(or=3"	1
"(organophosphates"	1
"(ota)"	1
"(otf)"	1
"(other"	1
"(ou)"	1
"(overlap"	1
"(oxidative"	1
"(p<10-4)"	1
"(p>0"	1
"(p‚†<‚†"	1
"(p‚ÄØ<‚ÄØ"	1
"(p‚â§10-5)"	1
"(padua)"	1
"(paps)"	1
"(particularly"	1
"(passage"	1
"(pbmcs)"	1
"(pbs)"	1
"(pcd)"	1
"(pcr"	1
"(pcr)-restriction"	1
"(pd)"	1
"(ped)"	1
"(pes)"	1
"(pesi-like)"	1
"(pev)"	1
"(ph1n1)"	1
"(phasianus"	1
"(pica"	1
"(piedmont"	1
"(pl)"	1
"(pmp)"	1
"(poiln)"	1
"(polyserositis)"	1
"(porcilis(‚Æ)"	1
"(porcilis‚Æ"	1
"(porcine"	1
"(positive"	1
"(potential"	1
"(powdered"	1
"(ppd)"	1
"(ppp)"	1
"(ppr)"	1
"(pr11/2014)"	1
"(pray)"	1
"(pred)"	1
"(preferred"	1
"(prev‚†=‚†3"	1
"(primarily"	1
"(prnt)"	1
"(process"	1
"(protein"	1
"(protein)"	1
"(provinces"	1
"(prpp)"	1
"(prrsv-1_pr40/2014)"	1
"(prrsv-specific"	1
"(prrsv1_pr40/2014)"	1
"(psb)"	1
"(ptr-ms)"	1
"(qace1"	1
"(qpcr/rma)"	1
"(r"	1
"(r)"	1
"(r0)"	1
"(r2"	1
"(rabbit"	1
"(rabbits"	1
"(range"	1
"(rapd)-pcr"	1
"(razzuoli"	1
"(reactive"	1
"(recommended"	1
"(recoveries"	1
"(recovery)"	1
"(reduced"	1
"(registered"	1
"(ren)"	1
"(rep-pcr)"	1
"(replacement"	1
"(replicates)"	1
"(research"	1
"(rhinolophus"	1
"(ricotta"	1
"(rifn-Ó±)"	1
"(rimadyl‚Æ"	1
"(rnai)"	1
"(roc)"	1
"(roe"	1
"(rpb4"	1
"(rrna)"	1
"(rrt-pcr)"	1
"(rs-pcr)"	1
"(rt)-polymerase"	1
"(rva)"	1
"(s405t)"	1
"(saa)"	1
"(sanist)"	1
"(sars)"	1
"(sb0118)"	1
"(sbv)"	1
"(scfa-producing"	1
"(se"	1
"(se)"	1
"(season)"	1
"(seh"	1
"(ser"	1
"(serotype"	1
"(serovar"	1
"(serum"	1
"(sheep"	1
"(short"	1
"(showing"	1
"(shrnas)"	1
"(sicct)"	1
"(sid)"	1
"(simpson"	1
"(sirt1)"	1
"(slaughterhouse"	1
"(slu)"	1
"(snps)"	1
"(sodium"	1
"(southern"	1
"(sp)"	1
"(spea1)"	1
"(spes"	1
"(spf"	1
"(spf)"	1
"(spirometra"	1
"(spp"	1
"(spv)"	1
"(spvr)"	1
"(sr"	1
"(ssr2"	1
"(ssrs)"	1
"(ssu)"	1
"(st)"	1
"(st19)"	1
"(st25)"	1
"(st30)"	1
"(st38)"	1
"(st86"	1
"(sta)"	1
"(stb)"	1
"(stec)"	1
"(stenella"	1
"(stm14028)"	1
"(subgroup"	1
"(subtypes"	1
"(sulfadiazine"	1
"(susceptible-infected-recovered)"	1
"(sxt)"	1
"(sybr(‚Æ)"	1
"(t0)"	1
"(ta)"	1
"(tb)-infected"	1
"(tcbs)"	1
"(tcs)"	1
"(ten"	1
"(tenrv)"	1
